"lang","name","url","title"
"en","bibliography","/en/bibliography","Bibliography"
"fr","bibliography","/fr/bibliography","Bibliography"
"en","acknowledgements","/en/acknowledgements","Acknowledgements"
"fr","acknowledgements","/fr/acknowledgements","Acknowledgements"
"en","other-resources","/en/other-resources","Other Resources"
"fr","other-resources","/fr/other-resources","Other Resources"
